Date,Close,High,Low,Open,Volume
2024-01-02,136.8675994873047,138.13553292141268,135.19352711017308,137.24402242132257,23711200
2024-01-03,137.6105194091797,138.31383350338552,135.78786712653144,135.9562628696607,24212100
2024-01-04,135.1043701171875,137.84826398130872,135.06475381279517,137.1152338729093,27137700
2024-01-05,134.45062255859375,135.8671514256001,133.87608774886044,135.46101240432904,22513900
2024-01-08,137.53128051757812,137.69967627152062,134.97559796988412,135.00531397852347,21404000
2024-01-09,139.6214141845703,140.15633265456808,136.847803725032,137.19451070058466,24759600
2024-01-10,140.93887329101562,141.6520878094629,139.58179169214583,139.67093972821166,21320200
2024-01-11,140.7407684326172,143.85117046866557,139.31433932551914,142.1374815262308,24008700
2024-01-12,141.3053741455078,141.8501928649969,140.48321103195838,141.32518985756914,18785500
2024-01-16,141.14691162109375,142.98938008655443,140.11670607322245,140.66152486152347,22670500
2024-01-17,140.13650512695312,140.5030126705263,137.5907226892699,140.01764108362337,20968600
2024-01-18,142.1275634765625,142.85069343117277,140.65161778433006,140.711049810197,25746400
2024-01-19,145.00021362304688,145.06954593689224,143.0190658052267,143.37567301703265,34271900
2024-01-22,144.6138916015625,146.99126295666431,144.46529644501962,145.71342925416275,32200400
2024-01-23,145.6540069580078,145.79268672545237,144.12852951611768,144.5148528050676,21636100
2024-01-24,147.29837036132812,148.43753968176426,146.704034951283,147.13987487266473,25233500
2024-01-25,150.4384765625,151.60736180458775,148.13043720567228,148.6554553594219,29149100
2024-01-26,150.75546264648438,151.1021544847942,149.58657744214148,149.6757405913846,26115500
2024-01-29,152.06301879882812,152.33047802772649,150.00262293630868,150.62668943208467,27784300
2024-01-30,150.03233337402344,152.1719615652673,149.7648741820085,151.3596988063133,36331800
2024-01-31,138.77943420410156,142.6426670575937,138.55159128366827,142.26624407162646,71910000
2024-02-01,139.82940673828125,141.71149098636405,139.462884139687,140.78034915932784,40466500
2024-02-02,141.03794860839844,141.2756767245771,135.21336792263565,137.94734706342143,62499600
2024-02-05,142.32568359375,144.09881974896643,141.43417292367093,141.47380435320787,38505400
2024-02-06,142.74169921875,143.9898168404998,141.84027337889637,143.28650274958076,29128200
2024-02-07,144.1681365966797,144.24738433228183,142.57331181571678,143.3954900682589,25208900
2024-02-08,144.53465270996094,144.95069196678878,143.73229020643873,144.45540497795193,22563800
2024-02-09,147.59552001953125,148.03137498026427,144.80209419753828,145.2973811774696,26829500
2024-02-12,146.13937377929688,147.93231021218233,145.98087831954948,147.02098399107322,21564100
2024-02-13,143.77191162109375,145.28748865156425,142.3355823254468,143.553984129069,27837700
2024-02-14,144.56436157226562,145.13889626470424,142.73179375819484,144.7030413176847,22704200
2024-02-15,141.42425537109375,142.1671858771817,139.13603183073639,141.79076291731,37590700
2024-02-16,139.1954345703125,141.84026480179804,138.81901168962878,141.64215306484326,31468900
2024-02-20,139.78977966308594,140.74073722863244,138.175154533556,138.34355027761947,25144700
2024-02-21,141.20631408691406,141.3449938299057,139.35393059450502,140.11667673843814,23223300
2024-02-22,142.73179626464844,143.63322218318132,141.4539625247731,143.56387475177468,27191900
2024-02-23,142.60304260253906,143.31624199133967,142.07802446605524,142.31576767229546,19493800
2024-02-26,136.27328491210938,141.09737589700708,136.0949737160045,140.8002006468063,53641800
2024-02-27,137.57090759277344,137.93741509771866,135.79777185353214,136.71901343712278,33099200
2024-02-28,135.09449768066406,136.70912315066133,134.13363961519383,136.60015939741334,37328600
2024-02-29,137.15487670898438,137.5511002457204,135.11428166141263,135.98599158018274,42133000
2024-03-01,135.84732055664062,137.561009379789,135.62939306295007,137.12515439240792,31151100
2024-03-04,132.09303283691406,134.38125607946606,130.666604032477,134.38125607946606,55999400
2024-03-05,131.41944885253906,131.98408327949778,129.43830088138756,130.6369020545164,40194800
2024-03-06,130.16140747070312,132.32086648319373,129.6166039048756,131.86519582791124,35318600
2024-03-07,133.1133270263672,133.66804599825636,130.3694330601028,131.53830302016095,37738200
2024-03-08,134.13363647460938,136.78836768800528,132.7369234288496,132.94495063107448,39370400
2024-03-11,136.372314453125,137.78884306732874,134.84683721432617,134.84683721432617,32437800
2024-03-12,137.1945037841797,138.06621377136466,135.73835874420493,135.73835874420493,27563400
2024-03-13,138.4723358154297,139.7600850663766,137.6798886901947,137.68978898902412,23347200
