Date,Close,High,Low,Open,Volume
2024-01-02,148.07369995117188,149.6195073269326,145.13017593321388,145.25976415261727,9622100
2024-01-03,148.9993438720703,149.43439309225278,147.9163535124855,148.69388287976832,8232000
2024-01-04,148.68463134765625,149.9342290876135,148.49024194416558,149.5732323017515,6766600
2024-01-05,149.14744567871094,149.34182095451408,147.61088949104754,148.56429160318703,5602500
2024-01-08,149.51768493652344,149.63802189718376,147.74046904181336,149.1196690267337,6569800
2024-01-09,149.6102752685547,151.13756620208798,148.65687307687247,149.6102752685547,6357000
2024-01-10,149.8323974609375,150.52662308326083,149.2122242665488,149.78612705202778,4945100
2024-01-11,149.1659393310547,150.1378580244959,148.82345921133077,150.01753518797625,4946000
2024-01-12,150.31375122070312,150.3878036585106,149.66581004496078,149.8046495383133,4496900
2024-01-16,148.5828094482422,150.18415269948522,148.26808307810143,149.55472820731845,6923200
2024-01-17,148.49949645996094,149.30480786459682,147.98114353802296,148.3328890739342,5072100
2024-01-18,149.2215118408203,149.36960259465812,147.81454374892198,148.10148812230958,5368500
2024-01-19,149.65650939941406,149.87866666048993,148.36062735327565,149.1659244730863,7071300
2024-01-22,150.38778686523438,151.41524137348583,149.34181571858417,149.95273766923242,6824200
2024-01-23,147.9255828857422,148.57352392928672,145.24124965217675,147.78674342071673,9149800
2024-01-24,147.13882446289062,148.6568640459355,146.3983142488073,147.87006929521118,7247900
2024-01-25,147.6941680908203,147.74970387447266,146.68523035698962,147.1758152779919,5478900
2024-01-26,147.63864135742188,148.78643274479793,147.50905314627101,148.49947430491213,5591900
2024-01-29,147.50904846191406,148.1662548773445,147.13880047725667,147.1850708822974,6483200
2024-01-30,146.9629364013672,147.8793051608134,146.3705311165729,147.49980589759576,7200500
2024-01-31,147.08323669433594,148.67532830148875,146.87034482944165,148.47168769191893,8256800
2024-02-01,146.58343505859375,146.70377202641137,145.3708564950869,146.39831104014473,8012000
2024-02-02,144.9635772705078,146.53715263610195,144.34340403152896,146.22244038779462,8295900
2024-02-05,144.2137908935547,145.22272863982084,143.7879930068805,144.9635522302122,9121600
2024-02-06,146.3057403564453,146.92591357964602,144.0286881189093,144.2415800315765,9229900
2024-02-07,146.231689453125,147.51832044808756,145.96326174513595,146.0650820738333,8690300
2024-02-08,144.76918029785156,145.63927868807548,143.76024243006285,145.63927868807548,9755000
2024-02-09,145.1024169921875,145.5096983137477,144.09347906999545,144.64886525831525,6529200
2024-02-12,146.1113739013672,146.62972682822033,144.72292250841429,144.93581443393083,6701500
